"id","code","thumbnail","hero_image","title","category","is_vacant","is_green","leed_description","is_boma","geo_address_1","geo_address_2","geo_city","geo_province","geo_province_region","geo_country","geo_postal","geo_lat","geo_lng","geo_intersetion","sqft","vacant_sqft","description","marketing_pdf","video_url","siteplan_name","annual_average_daily_traffic","population_1km","household_1km","household_income_1km","population_3km","household_3km","household_income_3km","population_5km","household_5km","household_income_5km","social_facebook","social_twitter","social_url","vacancy_1","vacancy_2","vacancy_3","vacancy_4","vacancy_5","vacancy_6","vacancy_7","vacancy_8","vacancy_9","vacancy_10","filter_grocery_anchored","filter_urban_retail","filter_office_space","filter_under_development","sort_order","hidden","parent_name_fr","child_name_fr","leed_description_fr","geo_address_1_fr","geo_address_2_fr","geo_city_fr","geo_intersetion_fr","description_fr"
"106","CYV486","https://fcr.ca/uploads/properties/thumbs/CYV486_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CYV486_Ground4.JPG","Yorkville Village","102/104 Yorkville","1","1",NULL,"0","102/104 Yorkville Avenue",,"Toronto","ON","central","Canada","M5R 1B9","43.6709944","-79.3926345","Avenue Rd / Bloor St W","10619",NULL,"<p>In recent years, Toronto&rsquo;s renowned Bloor-Yorkville area has experienced tremendous growth and transformation. Synonymous with prestige and fashion, it&rsquo;s where the city&rsquo;s affluent call home; where trendsetters make statements; and where visitors of every ilk &ndash; from ordinary Canadians to international celebrities &ndash; are inescapably drawn.</p>

<p>102 - 104 Yorkville Avenue is situated on some of the most sought-after property in Canada, this neighbourhood is revered for its mix of high-end retailers, award winning restaurants, acclaimed hotels and must have commercial spaces.&nbsp;</p>

<p>Capitalize on this rare blend of destination retailers, affluent demographic and foremost location.&nbsp; Locate your retail operation in Yorkville Village and position your business for future growth and success!</p>
",,,NULL,"39950","39314.64489","23528.89799","149705.3269","295911.6247","157353.061","124922.1307","686085.1522","346198.4793","116876.7545",,,,"2500","0","0","0","0","0","0","0","0","0","0","1","0","1","259","0",,,,,,,,"<p>Au cours des derni&egrave;res ann&eacute;es, la r&eacute;gion renomm&eacute;e de Bloor-Yorkville &agrave; Toronto a connu une croissance et une transformation consid&eacute;rable.&nbsp;Synonyme de prestige et de la mode, c&#39;est le quartier riche de la ville;&nbsp;O&ugrave; les tendances font leurs d&eacute;buts;&nbsp;Et o&ugrave; les visiteurs de tout le monde - Des Canadiens ordinaires aux c&eacute;l&eacute;brit&eacute;s internationales;&nbsp;Sont in&eacute;luctablement dessin&eacute;s.<br />
&nbsp;<br />
102 - 104 Yorkville Avenue est situ&eacute; sur une des propri&eacute;t&eacute;s les plus recherch&eacute;es au Canada, ce quartier est v&eacute;n&eacute;r&eacute; pour son m&eacute;lange de d&eacute;taillants haut de gamme, des restaurants prim&eacute;s, des h&ocirc;tels acclam&eacute;s et doivent avoir des espaces commerciaux.<br />
&nbsp;<br />
Capitaliser sur ce m&eacute;lange rare de d&eacute;taillants de destination, de la richesse d&eacute;mographique et l&#39;emplacement le plus important. Trouvez votre entreprise de vente au d&eacute;tail &agrave; Yorkville Village et positionnez votre entreprise pour sa croissance et son futur succ&egrave;s! <!-- P--></p>
"
"108","ELP846","https://fcr.ca/uploads/properties/thumbs/ELP846_Thumb.jpg","https://fcr.ca/uploads/properties/hero/ELP846_Ground2.jpg","Loblaws Plaza","Loblaws Plaza","0","1","2014 - LEED Canada New Construction (NC) 2009 Silver Certification","0","1460 Merivale Road
",,"Ottawa","ON","central","Canada","K2K 5P2","45.361924","-75.735356","Baseline Rd / Merivale Rd","139085.01",NULL,"<p>Serving the Skyline neighbourhood located in Ottawa&#39;s central corridor is Loblaws Plaza. This centre is situated on an established commercial node at the busy intersection of Baseline Road and Merivale Road. Anchored by Loblaws, GoodLife Fitness, and Starbucks among many others, this site can&#39;t be missed.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Loblaws_Plaza-MULTI.pdf",,"https://fcr.ca/uploads//properties/site-plans/Loblaws_Plaza.pdf","24920","12708.4246500041","5485.74928350002","101095.42863211","78673.0680149538","34419.6683090453","96479.1508230849","184588.233606213","81720.9961662545","108241.460957941",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","127","0",,,,,,,,"<p>Au service du quartier de Skyline situ&eacute; dans le couloir central d&rsquo;Ottawa est le Plaza Loblaws.&nbsp;Ce centre est situ&eacute; sur un noeud commercial &eacute;tabli &agrave; l&#39;intersection achaland&eacute;e du chemin Baseline et Merivale Road.&nbsp;Ancr&eacute; par Loblaws, GoodLife Fitness et Starbucks parmi beaucoup d&#39;autres, ce site ne peut pas &ecirc;tre manqu&eacute;. <!-- P-->.</p>
"
"109","ESC360","https://fcr.ca/uploads/properties/thumbs/ESC360_Thumb.jpg","https://fcr.ca/uploads/properties/hero/ESC360_Header.jpg","Strandherd Crossing","Strandherd Crossing","1","1",NULL,"1","3302 Woodroffe Avenue
",,"Ottawa","ON","central","Canada","K2J 5N1","45.2750724","-75.7188809","Woodroffe Ave / Strandherd Dr","123418",NULL,"<p>Serving the east end of Barrhaven, Standherd Crossing is the largest retail centre in this affluent family neighbourhood. Situated in close proximity to Ottawa&rsquo;s airport and downtown core, Standherd Crossing is centrally located to draw residents from surrounding areas. Located on a high profile intersection, this centre has excellent exposure to vehicular traffic in all directions. Anchored by Metro, GoodLife Fitness and Shoppers Drug Mart, this centre offers ample parking making it a prime shopping destination.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Strandherd Crossing.pdf",,"https://fcr.ca/uploads//properties/site-plans/Strandherd_Crossing.pdf","14809","16211.7804447189","5248.53647641838","120073.712773155","67756.5715670909","22592.0816512713","134491.205741265","95156.8192678245","32000.4431366604","139564.477094029",,,,"1999","1357","1946","1947","0","0","0","0","0","0","1","1","0","0","228","0",,,,,,,,"<p>Au service de l&#39;extr&eacute;mit&eacute; Est de Barrhaven, Standherd Crossing est le plus grand centre commercial dans ce quartier de famille ais&eacute;e.&nbsp;Situ&eacute; &agrave; proximit&eacute; de l&rsquo;a&eacute;roport d&rsquo;Ottawa et du centre-ville, Standherd Crossing se trouve au centre de la ville pour attirer les r&eacute;sidents des r&eacute;gions environnantes.&nbsp;Situ&eacute; &agrave; une intersection de haut profil, ce centre a une excellente exposition &agrave; la circulation des v&eacute;hicules dans toutes les directions.&nbsp;Ancr&eacute; par Metro, GoodLife Fitness et Shoppers Drug Mart, ce centre offre un grand lieu de stationnement qui en fait une destination de magasinage de choix. <!-- P--></p>
"
"110","EHC420","https://fcr.ca/uploads/properties/thumbs/EHC420_Thumb.jpg","https://fcr.ca/uploads/properties/hero/EHC420_Ground3.jpg","Hunt Club Marketplace","Hunt Club Marketplace","1","1","2013 - LEED Canada Core and Shell (CS) v1.0 Silver Certification","1","300 Hunt Club Road
",,"Ottawa","ON","central","Canada","K1V 1C1","45.3368365","-75.6865163","Hunt Club / Riverside Dr","130587.02",NULL,"<p>Just east of the Rideau River, serving the Hunt Club and Riverside South residents, Hunt Club Marketplace is strategically located on one of the busiest intersections in Ottawa and adjacent to the Ottawa International Airport. Anchored by the only T&amp;T in the region, this popular grocery store draws Asian consumers from over 100km away.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Hunt_Club_Place-MULTI.pdf",,"https://fcr.ca/uploads//properties/site-plans/Hunt Club Marketplace.pdf","27384","1458.28766979789","670.645557496231","153952.112378202","27152.8789024735","10548.9249850293","120112.441025553","95511.6739253616","38312.9957684143","104996.718123029",,,,"3088","1966","3770","0","0","0","0","0","0","0","1","1","1","0","105","0",,,,,,,,"<p>Juste &agrave; l&#39;est de la rivi&egrave;re Rideau, au service des r&eacute;sidents Hunt Club et Riverside South, Hunt Club Marketplace est strat&eacute;giquement situ&eacute; sur l&#39;un des carrefours les plus fr&eacute;quent&eacute;s d&#39;Ottawa et adjacent &agrave; l&#39;a&eacute;roport international d&#39;Ottawa.&nbsp;Ancr&eacute; par le seul T &amp; amp; T dans la r&eacute;gion, cette &eacute;picerie populaire attire les consommateurs asiatiques &agrave; plus de 100 km. <!-- P--></p>
"
"111","EEP020","https://fcr.ca/uploads/properties/thumbs/Eagleson-Place_thumb.jpg","https://fcr.ca/uploads/properties/hero/EEP020_Ground1.jpg","Eagleson Place","Eagleson Place","1","1","2015 - LEED Canada Core and Shell (CS) 2009 Silver Certification","1","700 Eagleson Road South
",,"Ottawa","ON","central","Canada","K2M 2G9","45.2860187","-75.8680654","Michael Cowpland Dr / Eagleson Rd","119214",NULL,"<p>Located on the western outskirts of Ottawa is one of the largest suburbs, Kanata. This strong family-oriented neighbourhood has shown continuous growth in demographics making it an ideal location for Eagleson Place. Anchored by Loblaws Superstore, GoodLife Fitness, Shoppers Drug Mart, along with many other notable retailers, this centre is the shopping hub of this residential community.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/EaglesonPlace.pdf",,"https://stage.fcr.ca/uploads//properties/site-plans/Eagleson-Place-10201-10202-_CURRENT-SITE-PLAN.pdf","32104","8731.84242454916","3121.17339129001","130952.724650507","41574.7900188384","14695.9304308125","133942.598497013","75928.0983205903","27810.0012276985","131804.035057026",,,,"1948","0","0","0","0","0","0","0","0","0","0","1","0","0","72","0",,,,,,,,"<p>Situ&eacute; &agrave; la p&eacute;riph&eacute;rie ouest d&#39;Ottawa est l&#39;une des plus grandes banlieues, elle se nomme Kanata.&nbsp;Ce quartier orient&eacute; vers la famille qui montre une croissance continuelle de la d&eacute;mographie en fait un endroit id&eacute;al pour Eagleson Place.&nbsp;Ancr&eacute; par Loblaws Superstore, GoodLife Fitness, Shoppers Drug Mart, ainsi que de nombreux autres d&eacute;taillants notables, ce centre est le centre commercial principal de ce quartier r&eacute;sidentiel. <!-- P--></p>
"
"114","CAL001","https://fcr.ca/uploads//properties/thumbs/10021.jpg","https://stage.fcr.ca/uploads//properties/hero/Pusateris2.jpg","Pusateri's","1539 & 1541 Avenue Road","1","1",NULL,"0","1537 & 1541 Avenue Road",,"Toronto","ON","central","Canada","M5M 3X4","43.7232698","-79.4158181","Avenue Rd / Lawrence Ave W","35000",NULL,"<p>The newly renovated and well-known Pusateri&rsquo;s Fine Foods gourmet grocery store is located at the northeast corner of Avenue Road and Lawrence Avenue. This high-quality location is well positioned to service the everyday grocery needs of the local residents in this mature neighbourhood.</p>
",NULL,,NULL,NULL,"18949","7004","244831","165098","71172","178958","391734","171961","155247",,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","0","0","194","0",,,,,,,,"<p>Le Pusateri bien connu a r&eacute;cemment &eacute;t&eacute; r&eacute;nov&eacute;. L&rsquo;&eacute;picerie gourmet Fine Foods est situ&eacute; au coin de rue nord-est de Avenue Road et de l&rsquo;Avenue Lawrence.&nbsp;Cet emplacement de haute qualit&eacute; est bien plac&eacute;e pour r&eacute;pondre aux besoins d&#39;alimentation quotidiens des r&eacute;sidents locaux dans ce quartier &eacute;volu&eacute;. <!-- P--></p>
"
"116","CYV488","https://fcr.ca/uploads/properties/thumbs/101-Yorkville_thumb.jpg","https://fcr.ca/uploads/properties/hero/101-Yorkville_hero.jpg","Yorkville Village","101 Yorkville Ave","0","1",NULL,"0","101 Yorkville Avenue
",,"Toronto","ON","central","Canada","M5R 1C1","43.6705704","-79.3922894","Avenue Rd / Bloor St W","41023",NULL,"<p>In recent years, Toronto&rsquo;s renowned Bloor-Yorkville area has experienced tremendous growth and transformation. Synonymous with prestige and fashion, it&rsquo;s where the city&rsquo;s affluent call home; where trendsetters make statements; and where visitors of every ilk &ndash; from ordinary Canadians to international celebrities &ndash; are inescapably drawn.</p>

<p>101 Yorkville Avenue is situated on some of the most sought-after property in Canada, this neighbourhood is revered for its mix of high-end retailers, award winning restaurants, acclaimed hotels and must have commercial spaces.&nbsp; Anchored by the iconic specialty retailer, Over the Rainbow, this destination is an irresistible draw to offer a premium shopping experience.</p>
",,,"https://fcr.ca/uploads//properties/site-plans/Yorkville Village ST LVL (1).pdf","39950","39314.64489","23528.89799","149706.3269","295911.6247","157353.061","124923.1307","686085.1522","346198.4793","116877.7545",,,,"0","0","0","0","0","0","0","0","0","0","0","0","1","1","260","0",,,,,,,,"<p>Au cours des derni&egrave;res ann&eacute;es, la r&eacute;gion de Bloor-Yorkville &agrave; Toronto a connu une croissance et une transformation consid&eacute;rables.&nbsp;Synonyme de prestige et de la mode, c&#39;est le quartier riche de la ville;&nbsp;O&ugrave; les tendances font leurs d&eacute;buts;&nbsp;Et o&ugrave; les visiteurs de tout le monde-&nbsp;Des Canadiens ordinaires aux c&eacute;l&eacute;brit&eacute;s internationales;&nbsp;Sont in&eacute;luctablement dessin&eacute;s.<br />
&nbsp;<br />
101 avenue de Yorkville est situ&eacute; sur certains des biens les plus recherch&eacute;s au Canada, ce quartier est v&eacute;n&eacute;r&eacute; pour son m&eacute;lange de d&eacute;taillants haut de gamme, restaurants prim&eacute;s, h&ocirc;tels acclam&eacute;s et leurs espaces commerciaux tant d&eacute;sir&eacute;s. Ancr&eacute; par le d&eacute;taillant embl&eacute;matique sp&eacute;cialis&eacute;, Over the Rainbow, cette destination est un tirage irr&eacute;sistible pour offrir une exp&eacute;rience de magasinage haut de gamme. <!-- P--></p>
"
"117","EPR905","https://fcr.ca/uploads/properties/thumbs/EPR905_Thumb.jpg","https://fcr.ca/uploads/properties/hero/EPR905_Ground2.jpg","Place Roland Therrien","Place Roland Therrien","0","1",NULL,"1","2235 - 2261 Boulevard Roland-Therrien
",,"Longueuil","QC","eastern","Canada","J4N 1P2","45.5371253","-73.4690362","Rue King George / Boulevard Roland Therrien","42338",NULL,"<p>Only 10 minutes away from downtown Montreal on a bustling thoroughfare is Place Roland Therrien. Situated in the densely populated affluent Longueil neighbourhood, this centre is a continuous strip of retail with ample parking located near major retailers Loblaws, Canadian Tire and Walmart.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Place Adoncour & Roland.pdf",,"https://stage.fcr.ca/uploads//properties/site-plans/Roland-Therrien-Place-10391-_CURRENT-SITE-PLAN.pdf","18605","12876","6658","58608","100348","46562","73325","168047","79090","71716",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","184","0",,,,,,,,"<p><span font-size:="""" helvetica="""" style=""font-family: adelle, "">La Place Roland Therrien se trouve sur une art&egrave;re anim&eacute;e, &agrave; seulement 10 minutes du centre-ville de Montr&eacute;al. Situ&eacute;e dans un quartier riche et dens&eacute;ment peupl&eacute; de Longueuil, &agrave; proximit&eacute; des grands d&eacute;taillants Loblaws, Canadian Tire et Wal-Mart, ce centre propose de nombreux commerces ainsi qu&rsquo;un grand espace de stationnement.</span> <!-- P--></p>
"
"118","EAP462","https://fcr.ca/uploads/properties/thumbs/EAP462_Thumb.jpg","https://fcr.ca/uploads//properties/hero/EAP462_Header.jpg","Place Adoncour","Place Adoncour","1","1",NULL,"0","1215 chemin du Tremblay",,"Longueuil","QC","eastern","Canada","J4N 1R4","45.5378848","-73.4630668","Rue King George / Boulevard Roland Therrien","59394",NULL,"<p>Nested in the heart of the Commercial District, just 10 minutes away from downtown Montreal is Place Adoncour.&nbsp; This centre is located on a bustling thoroughfare, steps away from&nbsp; Pierre Boucher Hospital.&nbsp; &nbsp;Place Adoncour is a medical building that is easily accessible and offers an array of amenities with ample parking for the residents of the Longueil community.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Place Adoncour & Roland.pdf",,"https://fcr.ca/uploads//properties/site-plans/Place_Adoncour.pdf","13000","11584","5897","63046","90297","41583","73909","167734","78511","71831",,,,"2146","1516","861","0","0","0","0","0","0","0","0","0","1","0","166","0",,,,,,,,"<p>Nich&eacute;e au coeur du quartier commercial, &agrave; seulement 10 minutes du centre-ville de Montr&eacute;al est la Place Adoncour. Ce centre est situ&eacute; sur une art&egrave;re anim&eacute;e, &agrave; quelques pas de l&rsquo;H&ocirc;pital Boucher Pierre. La place Adoncour est un b&acirc;timent m&eacute;dical qui est facilement accessible et offre une gamme d&#39;&eacute;quipements avec un grand lieu de stationnement pour les r&eacute;sidents de la communaut&eacute; Longueil <!-- P--></p>
"
"119","EPG399","https://fcr.ca/uploads/properties/thumbs/EPG399_Thumb.jpg","https://fcr.ca/uploads/properties/hero/EPG399_Ground1.jpg","La Porte de Gatineau","La Porte de Gatineau","1","1","2013 - LEED Canada Commercial Interiors (CI) v1.0 Silver Certification","0","25 chemin de la Savane",,"Gatineau","QC","eastern","Canada","J8T 8A4","45.4747658","-75.7040351","Boulevard Maloney Ouest / Chemin de la Savane","161232",NULL,"<p>Nested in the heart of an affluent community is Porte de Gatineau. This site is strategically situated in close proximity to Highways 50 and 148 and in the east end retail node, which gives this centre high traffic counts. Anchored by Maxi, Toys R Us and 2 major banks, Porte de Gatineau is a prime shopping destination for this growing neighbouhood.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/La Porte de Gatineau (1).pdf",,"https://fcr.ca/uploads//properties/site-plans/Porte_De_Gatineau.pdf","30000","7869","3648","69682","51383","23096","80652","139266","65100","85852",,,,"9851","1410","4939","3680","2442","0","0","0","0","0","1","1","0","0","112","0",,,,,,,,"<p><span style=""color: rgb(51, 51, 51); font-family: adelle, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 16px; background-color: rgb(255, 255, 255);"">La Porte de Gatineau est localis&eacute;e au c&oelig;ur d&#39;une communaut&eacute; bien &eacute;tablie. Strat&eacute;giquement situ&eacute; &agrave; proximit&eacute; des autoroutes 50 et 148, dans la partie est d&rsquo;une agglom&eacute;ration commerciale, ce centre est fortement achaland&eacute;. Avec comme principaux locataires Maxi, Toys ʺRʺ Us et deux grandes banques, la Porte de Gatineau est une destination de magasinage de choix pour cette communaut&eacute; croissante.</span> <!-- P--></p>
"
"120","ECP756","https://fcr.ca/uploads/properties/thumbs/ECP756_Thumb.jpg","https://fcr.ca/uploads/properties/hero/ECP756_Ground5.jpg","Carrefour du Plateau","Carrefour du Plateau","1","1","2015 - LEED Canada Core and Shell (CS) v1.0 Silver Certification","0","203 - 219 boul. du Plateau",,"Gatineau","QC","eastern","Canada","J9J 0N4","45.4347063","-75.8053753","Boulevard des Allumettières / Boulevard des Grives","225372",NULL,"<p>Located in Gatineau&rsquo;s Hull neighbourhood is Carrefour du Plateau. This west end retail node is surrounded by densely populated family oriented residences. Anchored by RBC, IGA (Sobeys), and Canadian Tire, this centre offers a wide mix of amenities that caters to the everyday needs of the community and surrounding areas.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Carrefour_du_Platueau .pdf",,"https://fcr.ca/uploads//properties/site-plans/Carrefour_Plateau.pdf","29000","7095","3119","105725","34958","15282","110630","93244","45082","91858",,,,"10000","3000","0","0","0","0","0","0","0","0","1","1","0","1","40","0",,,,,,,,"<p><span style=""font-family: adelle, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 16px;"">Le Carrefour du Plateau est situ&eacute; &agrave; Gatineau, dans le quartier de Hull. Ce centre commercial se trouve dans un quartier de r&eacute;sidences familiales dens&eacute;ment peupl&eacute;. Avec des locataires tels que RBC, IGA (Sobeys) et Canadian Tire, le Carrefour offre une grande vari&eacute;t&eacute; de commerces pour r&eacute;pondre aux besoins quotidiens de cette communaut&eacute;.</span> <!-- P--></p>
"
"121","EGP921","https://fcr.ca/uploads/properties/thumbs/EGP921_Thumb.jpg","https://fcr.ca/uploads//properties/hero/GaleriesDeRepentigny_p1_cover.jpg","Les Galeries de Repentigny","Galeries de Repentigny","0","1","2014 - LEED Canada New Construction (NC) v1.0 Certification","1","85 Boulevard Brien",,"Repentigny","QC","eastern","Canada","J6A 8B6","45.7438822","-73.4518634","Boulevard Brien / Boulevard Iberville","130618",NULL,"<p><span helvetica="""" style=""font-family: adelle,;"">Located east of Montreal in the affluent Repentigny neighbourhood is Galeries de Repentigny. Strategically situated on the highly trafficked Blvd Brien and in close proximity to major Hwy 40, this centre offers easy accessibility and high traffic counts. With major tenants including Super C, Pharmaprix and Tim Hortons, Galeries de Repentigny is a convenient shopping destination serving the local and surrounding residential communities. Adjacent to Galeries Brien Ouest and Galeries Brien Est the synergy of these three centres provide a complete shopping experience.</span></p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Les Galeries de Repentigny.pdf",,"https://fcr.ca/uploads//properties/site-plans/Galeries_de_Repentigny.pdf","23549","8489","4228","68864","48257","20588","83996","84573","35036","87082",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","126","0",,,,,,,,"<p new="""" style=""margin: 0px 0px 12px; color: rgb(0, 0, 0); font-family: Georgia,;"" times="""">Les Galeries de Repentigny sont situées à l'est de Montréal dans un quartier prisé de Repentigny. Stratégiquement situé sur le boulevard Brien et à proximité de l'autoroute 40, ce centre offre un accès facile et un bon achalandage. De grands locataires tels que Super C, Pharmaprix et Tim Hortons en font une destination de magasinage pratique pour les résidents du quartier et des quartiers avoisinants.</p>

<p new="""" style=""margin: 0px 0px 12px; color: rgb(0, 0, 0); font-family: Georgia,;"" times="""">Les Galeries Brien Ouest et les Galeries Brien Est sont deux centres commerciaux situés à proximité des Galeries de Repentigny, tous au service des mêmes quartiers établis.</p>

<p><!-- P--></p>
"
"122","EGB163","https://fcr.ca/uploads/properties/thumbs/EGB163_Thumb.jpg","https://fcr.ca/uploads/properties/hero/EGB163_Ground2.jpg","Galeries Brien","Galeries Brien Ouest","0","1",NULL,"0","200 Boulevard Brien Ouest",,"Repentigny","QC","eastern","Canada","J6A 7E9","45.74726","-73.46326","Boulevard Brien / Boulevard Iberville","52331",NULL,"<p><span font-size:="""" helvetica="""" style=""font-family: adelle, "">Located east of Montreal in the affluent Repentigny neighbourhood is Galeries de Brien Ouest. Strategically situated on the highly trafficked Blvd Brien and in close proximity to major Hwy 40, this centre offers easy accessibility and high traffic counts. Anchored by Uniprix and IGA Extra, Galeries de Brien Ouest is a convenient shopping destination serving the local and surrounding residential communities. Adjacent to Galeries de Repentigny and Galeries Brien Est the synergy of these three centres provide a complete shopping experience.</span></p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Les Galeries de Repentigny.pdf",,"https://fcr.ca/uploads//properties/site-plans/Galeries_Brien_Ouest.pdf","23549","6501","2608","91854","54134","22666","83558","84781","35046","87604",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","84","0",,,,,,,,"<p font-size:="""" helvetica="""" style=""margin: 0px 0px 12px; padding: 0px; border: 0px; font-stretch: normal; line-height: 30px; font-family: adelle, "" vertical-align:="""">Les Galeries de Repentigny sont situées à l'est de Montréal dans un quartier prisé de Repentigny. Stratégiquement situé sur le boulevard Brien et à proximité de l'autoroute 40, ce centre offre un accès facile et un bon achalandage. De grands locataires tels que Super C, Pharmaprix et Tim Hortons en font une destination de magasinage pratique pour les résidents du quartier et des quartiers avoisinants.</p>

<p font-size:="""" helvetica="""" style=""margin: 0px 0px 12px; padding: 0px; border: 0px; font-stretch: normal; line-height: 30px; font-family: adelle, "" vertical-align:="""">Les Galeries Brien Ouest et les Galeries Brien Est sont deux centres commerciaux situés à proximité des Galeries de Repentigny, tous au service des mêmes quartiers établis.</p>

<p><!-- P--></p>
"
"123","EGB493","https://fcr.ca/uploads/properties/thumbs/EGB493_Thumb.jpg","https://fcr.ca/uploads/properties/hero/EGB493_Ground3.jpg","Galeries Brien","Galeries Brien Est","1","1",NULL,"0","211 Boulevard Brien Est",,"Repentigny","QC","eastern","Canada","J6A 6M4","45.7478261","-73.4615496","Boulevard Brien / Boulevard Iberville","8856",NULL,"<p><span font-size:="""" helvetica="""" style=""font-family: adelle, "">Located east of Montreal in the affluent Repentigny neighbourhood is Galeries de Brien Est. Strategically situated on the highly trafficked Blvd Brien and in close proximity to major Hwy 40, this centre offers easy accessibility and high traffic counts. Adjacent to Galeries de Repentigny and Galeries Brien Ouest the synergy of these three centres provide a complete shopping experience.</span></p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Les Galeries de Repentigny.pdf",,"https://fcr.ca/uploads//properties/site-plans/Galeries_Brien_Est.pdf","23549","6723","2772","89032","54509","22855","83457","84229","34824","87419",,,,"818","0","0","0","0","0","0","0","0","0","0","1","0","0","85","0",,,,,,,,"<p font-size:="""" helvetica="""" style=""margin: 0px 0px 12px; padding: 0px; border: 0px; font-stretch: normal; line-height: 30px; font-family: adelle, "" vertical-align:="""">Les Galeries de Repentigny sont situées à l'est de Montréal dans un quartier prisé de Repentigny. Stratégiquement situé sur le boulevard Brien et à proximité de l'autoroute 40, ce centre offre un accès facile et un bon achalandage. De grands locataires tels que Super C, Pharmaprix et Tim Hortons en font une destination de magasinage pratique pour les résidents du quartier et des quartiers avoisinants.</p>

<p font-size:="""" helvetica="""" style=""margin: 0px 0px 12px; padding: 0px; border: 0px; font-stretch: normal; line-height: 30px; font-family: adelle, "" vertical-align:="""">Les Galeries Brien Ouest et les Galeries Brien Est sont deux centres commerciaux situés à proximité des Galeries de Repentigny, tous au service des mêmes quartiers établis.</p>

<p><!-- P--></p>
"
"124","ECC651","https://fcr.ca/uploads//properties/thumbs/ECC651_Thumb.jpg","https://fcr.ca/uploads//properties/hero/ECC651_Header.jpg","Centre Commercial Beaconsfield","Centre Commercial Beaconsfield","1","1","2016 - LEED Core and Shell (CS) v2.0 Silver Certification - RBC Building only","1","50 Boulevard St-Charles",,"Beaconsfield","QC","eastern","Canada","H9W 2X3","45.4324039","-73.8484729","Boulevard St-Charles / Rue Beaurepaire","110863",NULL,"<p>Beautifully redeveloped Centre Commercial Beaconsfield is located near Lake Saint Louis. Strategically situated in Beaconsfield&rsquo;s main shopping district and visibly seen from Hwy 20 and the busy Blvd St Charles, this retail node offers easy accessibility and high traffic counts. With ample parking and anchored by Metro, Pharmaprix and SAQ, this centre offers convenient shopping for the affluent residents in this established neighbourhood. Located adjacent to the centre is Plaza Beaconsfield featuring major tenants McDonalds and TD Canada Trust.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Beaconsfield_Group-Brochure.pdf",,"https://fcr.ca/uploads//properties/site-plans/Centre_Commercial_beaconsfield.pdf","10700","4933","1958","134930","39922","14606","139499","99465","35476","127760",,,,"1066","605","0","0","0","0","0","0","0","0","1","1","0","0","50","0",,,,,,,,"<p><span font-size:="""" helvetica="""" style=""font-family: adelle, "">Le Centre Commercial Beaconsfield est un magnifique &eacute;tablissement r&eacute;am&eacute;nag&eacute; pr&egrave;s du lac Saint-Louis. Strat&eacute;giquement situ&eacute; dans le principal quartier commer&ccedil;ant de Beaconsfield et visible de l&#39;autoroute 20 et du boulevard St-Charles, ce centre offre une accessibilit&eacute; facile et un achalandage &eacute;lev&eacute;. Avec un grand stationnement et des d&eacute;taillants cl&eacute;s tels que M&eacute;tro, Pharmaprix et SAQ, ce centre offre une gamme de biens de consommation pour les r&eacute;sidents ais&eacute;s de ce quartier &eacute;tabli. Juste &agrave; c&ocirc;t&eacute; du centre se trouve la Plaza Beaconsfield, dont les principaux locataires sont McDonalds et TD Canada Trust.</span> <!-- P--></p>
"
